"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000053.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000066.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000056.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000009.jpg","2","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000015.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000048.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000050.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000052.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000043.jpg","2","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000037.jpg","2","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000014.jpg","0","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000057.jpg","2","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000019.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000040.jpg","1","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000069.jpg","2","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/018/000060.jpg","1","","","","","","",""
