"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000079.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000071.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000116.jpg","1","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000053.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000077.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000107.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000124.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000066.jpg","1","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000095.jpg","4","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000056.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000009.jpg","1","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000015.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000120.jpg","1","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000093.jpg","4","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000118.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000091.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000075.jpg","4","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000048.jpg","1","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000050.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000112.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000052.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000043.jpg","1","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000115.jpg","4","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000086.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000037.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000014.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000057.jpg","4","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000019.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000040.jpg","4","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000069.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000060.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000046.jpg","0","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000105.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000132.jpg","3","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000136.jpg","2","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/017/000089.jpg","1","","","","","","","","",""
