/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000079.jpg,2
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000071.jpg,0
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000053.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000077.jpg,0
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000107.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000066.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000095.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000056.jpg,3
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000009.jpg,0
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000015.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000093.jpg,0
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000091.jpg,0
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000075.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000048.jpg,2
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000050.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000052.jpg,2
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000043.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000086.jpg,0
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000037.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000014.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000057.jpg,2
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000019.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000040.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000069.jpg,2
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000060.jpg,1
/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/002/000046.jpg,2
