"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000088.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000079.jpg","1","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000071.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000165.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000116.jpg","1","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000053.jpg","1","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000246.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000288.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000077.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000107.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000148.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000124.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000144.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000147.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000214.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000066.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000174.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000095.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000056.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000227.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000158.jpg","1","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000177.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000009.jpg","1","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000168.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000146.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000291.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000015.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000218.jpg","1","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000242.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000120.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000154.jpg","2","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000215.jpg","0","","","","","","","","","","","","",""
"/Users/as16542/Downloads/10m32xl88x2b61zlkkgz3fml17/identification/images/train/014/000093.jpg","2","","","","","","","","","","","","",""
